Security Value ,Güvenlik Değeri,
Process Loan Security Shortfall,Kredi Güvenlik Açığı Süreci,
Loan To Value Ratio,Kredi / Değer Oranı,
Unpledge Time,Rehin Zamanı,
Loan Name,Kredi Adı,
Penalty Interest Rate (%) Per Day,Günlük Ceza Faiz Oranı (%),
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,"Gecikmeli geri ödeme durumunda, günlük olarak alınan faiz oranı tahakkuk eden faiz oranı alınır.",
Grace Period in Days,Gün olarak Ek Süre,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,"Kredi geri ödemesinde gecikme olması durumunda, vade kurallarından cezanın uygulanmayacağı gün sayısı",
Pledge,Rehin,
Post Haircut Amount,Post Saç Kesimi Miktarı,
Process Type,İşlem türü,
Update Time,Zamanı Güncelle,
Proposed Pledge,Yetenekli Rehin,
Total Payment,Toplam Ödeme,
Balance Loan Amount,Bakiye Kredi Miktarı,
Is Accrued,Tahakkuk Edildi,
Sanctioned Loan Amount,Onaylanan Kredi Tutarı,
Sanctioned Amount Limit,Onaylanan Tutar Sınırı,
Unpledge,Taahhüdü iptal et,
Haircut,Saç Kesimi,
Current Value,Geçerli Değer,
Loan Repayment and Closure,Kredi Geri Ödeme ve Kapanışı,
Loan Security Status,Kredi Güvenlik Durumu,
Disbursement Details,Harcama Ayrıntıları,
Reference No,Referans Numarası,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,"Kesinti yüzdesi, Kredi Teminatının piyasa değeri ile o kredi için teminat olarak teminat olarak o Kredi Güvencesine atfedilen değer arasındaki yüzde farkıdır.",
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,"Kredi Değer Oranı, kredi borçlarının taahhüdünde bulunulan menkul değerin harcanması gerektiğini ifade eder. Herhangi bir kredi için belirtilen değerin altına düşerse bir kredi güvenlik açığı tetiklenir",
Loan Security {0} added multiple times,Kredi Güvenliği {0} birden çok kez eklendi,
Loan Securities with different LTV ratio cannot be pledged against one loan,Farklı LTV kredilerine sahip Kredi Menkul Kıymetleri tek bir krediye karşı rehin olamaz,
Qty or Amount is mandatory for loan security!,Kredi kurtarma için Miktar veya Miktar müşterileri!,
Only submittted unpledge requests can be approved,Yalnızca gönderilmiş makbuz işlemleri onaylanabilir,
Interest Amount or Principal Amount is mandatory,Faiz Tutarı veya Anapara Tutarı yaptırımları,
Disbursed Amount cannot be greater than {0},Ödenen Tutar en fazla {0} olabilir,
Row {0}: Loan Security {1} added multiple times,Satır {0}: Kredi Teminatı {1} birden çok kez eklendi,
Loan Write Off,Kredi İptali,
Loan Write Off,Kredi İptali,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,"Kredi kapatma talebinde, bekleyen tutarın bu limitin altında olması durumunda, Kredi Kapatma talebi otomatik olarak oluşturulur",
Disbursement Account,Harcama Hesabı,
Repayment Account,Geri Ödeme Hesabı,
Auto Write Off Amount ,Otomatik Kapatma Tutarı,
