Total Interest Payable,To&#39;lanadigan foizlar,
Total Amount Paid,To&#39;langan pul miqdori,
Loan Manager,Kreditlar bo&#39;yicha menejer,
Loan Info,Kredit haqida ma&#39;lumot,
Rate of Interest,Foiz stavkasi,
Proposed Pledges,Taklif qilingan garovlar,
Maximum Loan Amount,Maksimal kredit summasi,
Repayment Info,To&#39;lov ma&#39;lumoti,
Total Payable Interest,To&#39;lanadigan foiz,
Against Loan ,Kreditga qarshi,
Loan Interest Accrual,Kredit bo&#39;yicha foizlarni hisoblash,
Amounts,Miqdor,
Pending Principal Amount,Asosiy miqdor kutilmoqda,
Payable Principal Amount,To&#39;lanadigan asosiy summa,
Paid Principal Amount,To&#39;langan asosiy summa,
Paid Interest Amount,To&#39;langan foizlar miqdori,
Process Loan Interest Accrual,Kredit bo&#39;yicha foizlarni hisoblash jarayoni,
Repayment Schedule Name,To&#39;lov jadvalining nomi,
Payment Details,To&#39;lov ma&#39;lumoti,
Interest Payable,To&#39;lanadigan foizlar,
Amount Paid,To&#39;lov miqdori,
Principal Amount Paid,To&#39;langan asosiy miqdor,
Repayment Details,To&#39;lov tafsilotlari,
Loan Repayment Detail,Kreditni to&#39;lash bo&#39;yicha tafsilotlar,
Loan Security Name,Kredit kafolati nomi,
Unit Of Measure,O&#39;lchov birligi,
Loan Security Code,Kredit xavfsizligi kodi,
Loan Security Type,Kredit xavfsizligi turi,
Haircut %,Sartaroshlik%,
Loan  Details,Kredit haqida ma&#39;lumot,
Unpledged,Ishlov berilmagan,
Pledged,Garovga qo&#39;yilgan,
Partially Pledged,Qisman garovga qo&#39;yilgan,
Securities,Qimmatli qog&#39;ozlar,
Total Security Value,Umumiy xavfsizlik qiymati,
Loan Security Shortfall,Kredit ta&#39;minotidagi kamchilik,
Loan ,Kredit,
Shortfall Time,Kamchilik vaqti,
America/New_York,Amerika / Nyu_York,
Shortfall Amount,Kamchilik miqdori,
Security Value ,Xavfsizlik qiymati,
Process Loan Security Shortfall,Kredit ssudasi garovi,
Loan To Value Ratio,Qarz qiymatining nisbati,
Unpledge Time,Bekor qilish vaqti,
Loan Name,Kredit nomi,
Penalty Interest Rate (%) Per Day,Bir kun uchun foiz stavkasi (%),
Penalty Interest Rate is levied on the pending interest amount on a daily basis in case of delayed repayment ,"To&#39;lov kechiktirilgan taqdirda, har kuni to&#39;lanadigan foizlar miqdorida penyalar foiz stavkasi olinadi",
Grace Period in Days,Kunlarda imtiyozli davr,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,Kreditni to&#39;lash muddati kechiktirilgan taqdirda jarima undirilmaydigan sanadan boshlab kunlar soni,
Pledge,Garov,
Post Haircut Amount,Soch turmagidan keyin miqdori,
Process Type,Jarayon turi,
Update Time,Yangilash vaqti,
Proposed Pledge,Taklif qilingan garov,
Total Payment,Jami to&#39;lov,
Balance Loan Amount,Kreditning qoldig&#39;i,
Is Accrued,Hisoblangan,
Sanctioned Loan Amount,Sanktsiyalangan kredit miqdori,
Sanctioned Amount Limit,Sanktsiyalangan miqdor cheklovi,
Unpledge,Olib tashlash,
Haircut,Soch kesish,
Current Value,Joriy qiymat,
Loan Repayment and Closure,Kreditni qaytarish va yopish,
Loan Security Status,Qarz xavfsizligi holati,
Disbursement Details,To&#39;lov tafsilotlari,
Reference No,Yo&#39;q ma&#39;lumotnoma,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,"Sartaroshlik foizi - bu Kredit ta&#39;minotining bozordagi qiymati va ushbu kredit uchun garov sifatida foydalanilganda, ushbu Kredit xavfsizligi bilan belgilanadigan qiymat o&#39;rtasidagi foiz farqi.",
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,"Kreditning qiymat nisbati kredit miqdorining garovga qo&#39;yilgan xavfsizlik qiymatiga nisbatini ifodalaydi. Agar bu har qanday kredit uchun belgilangan qiymatdan pastroq bo&#39;lsa, qarz kafolatining etishmasligi boshlanadi",
Loan Security {0} added multiple times,Kredit xavfsizligi {0} bir necha bor qo&#39;shildi,
Loan Securities with different LTV ratio cannot be pledged against one loan,LTV koeffitsienti boshqacha bo&#39;lgan kredit qimmatli qog&#39;ozlarini bitta kredit bo&#39;yicha garovga qo&#39;yish mumkin emas,
Qty or Amount is mandatory for loan security!,Miqdor yoki summa kreditni ta&#39;minlash uchun majburiydir!,
Only submittted unpledge requests can be approved,Faqat yuborilgan garov talablarini ma&#39;qullash mumkin,
Interest Amount or Principal Amount is mandatory,Foiz miqdori yoki asosiy summa majburiydir,
Disbursed Amount cannot be greater than {0},Tugatilgan mablag &#39;miqdori {0} dan katta bo&#39;lishi mumkin emas,
Row {0}: Loan Security {1} added multiple times,{0} qatori: Kredit xavfsizligi {1} bir necha bor qo&#39;shildi,
